sentimen	Tweet
0	give away aku mau ga dalam rangka merayakan ulang tahun nya chen exo list hadiah album only nct dream we go up 
0	biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk 
-1	dah dah la post pasal kucing kena seksa tu aku rasa macam nak nangis dalam rumah aku saja dah 10 ekor aku bela dah mcm 
-1	aku bingung ini akun siapa bot jangan jahat 
1	baca ini jadi kembali menjejak bumi kembali sadar kalau kekuasaan allah lebih besar sekuat apapun kamu mengu 
-1	gak ngasih aku makan nih un 
1	apapun yang berlaku akan aku tetap teguh berdiri di sini
1	wakakakkaa lawak aku dah deal nk tgk movie ngn die next
-1	aku sumpah tak okay
1	salah 1 prinsip hidup aku bila aku dah berkeluarga aku sanggup utk buat apa saja demi isteri anak aku turut semua kehe 
0	kaya ada kabut nutupin mata gitu
1	siapa yg mencari mati syahid dengan sungguh sungguh maka aku memberikan kepadanya meskipun dia mati diatas tempat tidurn 
1	iya sayang makasih ya love you too 
0	sampai sekarang do aku tertanya tanya apa faedahnya kita belajar tiup recorder masa sekolah rendah dulu 
0	giveaway diadakan dlm rangka bday guanlin mau tambah tmn monbebe amp nctzen 
0	izinkan aku mengupload ini 
0	sbb dah biase sgt tau nak ws cust ckp saya jdi sayang dlete blek hahaha nty dye pk aku les nk type awak tertulis 
-1	jangan ucapkan janji yang tak bisa kamu tepati jangankatakan cinta jikatak tulus dari hati karena akhirnya seseorang newsindravanthoni
0	gak cuma kamu yang bilang trims 
-1	itu yg aku hindari hahhaha
0	orang sabah jangan kamu kasitau pulau mana yang selamat biar dorang kenak culik betul betul oleh abu sayap 
0	omo aku kaget oppa
0	hadiahnya 2 dear me lip coat shade dear fanny untuk 2 orang deadlineabtu 15ept 18 pukul 7 malam w 
-1	huhu jangan sedih dong kak masih ada aku yang bisa nyemangatin kamu eheheaat ini kami sedang berus 
1	mfs folowan rt ja ntar aku folow follback tpi
0	oh kamu berubah kelamin ya
0	aku ingat minachi mana kat ig aku dengan surname ninjacode adli rupanyaaa caaaiiittt 
-1	waw ini aku tidur atau gimana di cakar kucing kagak berasa bangun2 uda perih ajah
1	crush pun dah tunjuk true colours dia so aku pun blah
0	la jare kiri dewe aku yas hmm 
0	dari sudut pandang aku ipt ni adalah tempat kau dibenarkan untuk membuat kesilapan pensyarah dibayar untuk mendengar ide 
0	giveaway diadakan dlm rangka bday guanlin mau tambah tmn monbebe amp nctzen 
1	bila aku sedih aku selalu ingat ayat ni takpa lahh allah sayang kau sebab tu dia uji kau dengan macam macam dug 
0	aku pake innisfree 
0	ada 2 tipe karena hina kegap berangkat sekolah sama nomin aku give away pulsa 50k buat 2 orang karena kapalku ber 
0	aku xkan kompromi dengan mana2 peragut perompak celaka la depa
0	siang kamu kali ini ditemenin di intermezzo sampai nanti jam 1 yaa jedasiangerenity 
0	a thread fakta nero pemimpin terkejam di roma ini salah satu sejarah yg paling aku sukaelain mengungkap kekejaman 
-1	hati aku kecewa aku sedih aku aku sorang je tahu orang lain tak tahu 
-1	aahshshahaha aku tgh mrh pihak yg tk bertanggungjawab
0	to anon yang kata solat pun masih buat dosa tu nobody is normalising things here i'm sure everybody knows whats haram is 
-1	tak perlu kot video call tu nak buat apa sangat video call nak tatap apa sampai juling tak payah nak contact 
0	as for me i tak kisah pun kalau orang nak letak gambar sendiri as wallpaper sebab tu salah satu cara dia nak gain 
-1	astagfirullah maaf ini aku ketawa 
1	wkwkwkw yaallah derp pisan tp gpp anw amiiiin thank you and goodluck 
-1	kamu sebelas aku duabelas kamu gak jelas aku lepas 
-1	tak sure rasanya ada kot aku pun taktahu
-1	hahaha sedih kan nak tunggu aku cantik mcm artis yg dia minat ke cmne baru dia nak pandang aku 
0	hallo iya aku akan ke indonesia ketemu pens saya kakak penantiancintaeps19 
0	pening aku 
0	giveaway ale dalam rangka ultahnya kim namjoon aku mau ngerayain dengan giveaway album bts rules 
-1	kamu agresif nder
0	mimpi yang buruk datang daripada setan mimpi yang baik dtg drpd tuhan tp td yang aku mimpi dari siapa hm
1	iyaa aku percaya kamu udh gede hun iyaa 
1	hahahaha 
0	sure halo aku darah murni nih 
1	tidak perlu khawatir tentang apa yang akan terjadi besokelama kamu tahu cara berdoa semua akan baik baik saja 
1	aku cintaalim 45alim lovers
1	mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab 
-1	apa lagi sial aku buat 
-1	benci uh kerje gan orang tkleh tolak ansur kerja gan bangsa dia kadang boleh buat aku nk brehenti kerje 
1	hari ini aku tak akan menunda lagiemakin aku menunda semakin aku galau tanpa guna anak muda harus cepat 
0	yuk merapat ke workshop bag amphoes premium kamu bs dpt ilmu bs buka usaha laundryepatu tas mahal brand tersedia j 
0	giveaway karena aku lagi ada rezekiama lagieneng juga aku mau ngadain ga pulsa all operator 100k buat 1 orangyarat 
1	giveaway lagi nihhhh aku akan jadi karma buat kebaikan yang udh kalian lakuin selama ini dgn cara bagiin parfum yg lg hits 
1	org yg terlebih mampu pn target rumah murah org yg x brapa mampu nak duduk pun target rumah murah yes it is part of 
1	haloo baca dm aku boleh ha makasih 
1	tu lah klau tunang aku ttbe senyap aku yg rasa bersalah hahaha 
-1	aku stress sjskjsksjsksjsjsks
-1	tak pernah aku rse mcm ni
0	beliau ini emang dari dulu suka becanda sama saya kalo cocok karena emang sama suka nyeletuk eh kok beliau nyelet 
1	bgsd aku ngakak 
0	aku nk pesan siapa yg ada teady bear patung kt rumah tu buanglah malaikat enggan masuk rumah yg ada patung bila malaik 
-1	idm aloha a r m y mutualan yuk no mulfan yah idn aku yg ada 1 
0	smoke alasan sebab nak release tension bagi aku bodoh teruk banyak lagi cara kot
0	bjbms adalah layanan perbankan yang dapat kamu gunakan untuk bertransaksi perbankan melaluims di ponselmu sehingga ka 
0	psim kamu tidakendiri boys on tour 
1	baik dan selalu sayang sama aku dia juga punya segalanya yah tipe tipe pangeran gitu lah yang 
1	hahahaha aku malah demen yg ginian daripada yg tembak2 perang gitu 
0	aku teh kurang suka minum air putih kalo di tempat jajan rasanya suka beda beda 
1	lutchuuuuu kesayangan kesayangan aku 
0	ga yg ini aku masih pilih2 pemenangnyausah komentarnya pada bagus2 jdi bingung pilihnya tunggu sebentar lg okem 
0	kalau rindu aku nak bagitahu ni whatsapp aku masih berfungsi dengan baik tau aku jarang bagi bluetick kat orang melai 
0	gaa aku sukanya kang daniel
1	ana uhibbuki fillah hatta fil jannah abadan abada aku mencintaimu hingga ke syurga selama lamanya kerana allah 
1	hidup bukan melulu tentang hal hal besar banyak sosok inspiratif yang jauh dari highlight di sisa hidupku aku ingin bertem 
0	aku pun nak jumpa hmm 
0	mamak ni nak try aku ke apa 
0	assalamualaikkum para pembaca kisah ni berdasarkan kisah benar yang aku alami pada tahun 2004 lokasi di sebuah taman diu 
1	krn kebutuhan istri ga cuma sandang pangan papan doang kalo kamu cinta sm istrimu ya kamu hrs memenuhi kebutuhan sekund 
1	bersyukurlah hingga kamu lupa rasanya kekurangan tulisanirin jumatberkah 
0	so aku pergi klinik sebab muntah tengok carta organisasi dia buatkan aku nak tergelak apa ni wei 
0	ni nak femes je sebenarnya 
1	hai kak pantau terus media sosial shopee dan notifikasi akunhopee kamu untuk keseruanhopee ya kak os
0	untuk thread aslinya ada dibawah ini aku cuma mau memperjelas karena orang orang tahunya thaad sudah selesai dan m 
0	pls ideal cut in indonesia fanuppo bagi yang datang untuk konser ideal cutvt di indonesia aku akan bagikan 50 b 
-1	lawanya dia tak macam aku hm kau nak tahu tak apa dia hidup ni kalau asyik dibanding bandingkan kau takk 
0	top 5 super40era haaaa tepokkkk 1ampai bila 2 tak pernah hilang amp 
-1	sumpah tak suka bila rasa diri jadi second choice kan best kalau ada orang yang memang tunggu aku dah lama and still 
1	setiap orang memang berhak menilai dirimu tanpa tau siapa dirimu tapi ingat kamu juga berhak tuk tak peduli denga 
0	yuk merapat ke workshop bag amphoes premium kamu bs dpt ilmu bs buka usaha laundryepatu tas mahal brand tersedia j 
0	wisata mah depok kaga ada apaan coba kebon ui gitu kalo kulin 
-1	yaudah aku unfoll ya oppa 
1	iyosee bisa jadi ginting menang krna faktor tuan rumah aku liat reviewnya kento di google juga apik bgt wkwk
1	hahaha nk terbang ke sana ke mcmn nnt aku tgk kt setia alam punya 
0	dm aku ya aku gabisa dm 
0	orang lain diam diam ubi berisi aku pulak diam diam perut berisi
0	aku rasa kalau aku tak hisap rokok mesti aku main bola sama mcm cr
-1	kasihan banget umat jadi bodoh begini dan mental rusak karena ajaran agama yang tidak benareba 
0	korang buat lah apa yg korang nk buat aku dah tak kisah
0	rangorang ni pasti mikir kalo crazyrichsurabayan tampilannya perlente pake barang mewah dari atas ampe bawah tapi bias 
0	minuman yang bukan anak seumurku pesan minuman bapak2 wkwkw contoh ya kl di starbak aku pesan black tea l 
0	kena game bapak ahhhhh wey geng tak semua laki boleh terima masa silam yg gelap seseorg pmpn tau even aku send 
1	aku memang belum punya mobil yang bisa teduhkanmu dari hujan tapi aku punya amer yang bisa menghangatkanmu di setiap saat
1	mutualan yuk aku ikonic jg btw rt aja ya fllbck tpi hehe ab 
-1	terasa bodo sangat harini boleh lupa park kereta kat mrt pastu selamba je naik grab dah sampai tengah jalan aku jerit 
0	aku tkprnh bagi dia tdr dlm bilik aku lepastu tula naik kepala
-1	wahai junior junior diamlah babi aku tengah focus nak jawab soalan trial kau sibuk nak memekak pastu kalau lalu tepi kela 
0	margaret thatcher bilang meskipun aku bisa berjalan diatas air tetap saja mereka akan berkata dia tak bisa berenang 
0	sebab lelaki power bab fokus corpus collosum cc tissue inside our brain which connected between 2 hemisphere left 
0	giveaway karena aku janji kalo dapet tiket sos akan ga dan karena hari ini harinya han jisung jadi mari kita rayakann a 
1	ayo jangan patah semangat aku jadi ikutan baca2 setelah sukses instal homescapes lagi 
0	sama kaya aku yang feelingnya kuat ibuku pun sama mungkin ibuku tau aku mau beli 4 slogan lagi jadi kemarin ibu 
0	memang aku hari2 ngadap pun dah bosan 
0	aku menyusul tk lama lg 
0	jawaban dari pertanyaan kamu terima kasih utk pertanyaannyaemoga bermanfaat kiaara 
1	salah 1 prinsip hidup aku bila aku dah berkeluarga aku sanggup utk buat apa saja demi isteri anak aku turut semua kehe 
0	uang 100 ribu dapet cabe cabean rasa bawang
0	acc aku aja gapapa 
0	naha aku 
0	han tuah dtg lepak in the future nilah jadinya 
0	biasa aku bayar advance 
-1	biasalah tu perempuan kena berjaga jaga muka malaikat pun kadang2 perangai syaitan jugak aku pernah gak camni lari laju teruk 
1	12 y o niece bang long dekat u belajar apa me islamic accounting 12 y o niece ohh kira tasbih laa ni hahahahahan 
0	ketuk aku ketuk aku 
0	darren aku mau minta fs 
-1	aku pun turn off kalau lelaki pergi clubbing hshshshshshsh
0	oke aku yupi hai teman seperseulminq wkwkwk
0	woi jom ah the nun anjir tul aku dok tgk lagi 
-1	dulu aku nmpak gf aku yg pling cantik bila dah start kerja ni ya tuhan ramai nya yg lagi cantik dri gf aku trash htt 
0	giveaway pulsa 5k untuk dua orang aja gausah follow gapapa flop bodo amat yang pentingesuai janji kiw close tgl 15 
1	yuk gabung grup goyanghopee aku bonus koin hingga 100 dengan main bersama grup 
-1	tapi nak perbetulkan apa yang dah hancur tu mustahil bagi aku la aku tak dendam tapi aku tak boleh terima dan lupakan 
-1	ada certain girls only wants you when she is in trouble bila dah senang lupa ignores you lots of excuses actively in con 
0	submit in pdf instead of pptx okay je kan bukan apa aku risau convert to pptx nanti miss takboleh nak read
-1	kesian lelaki
-1	huum bukan itu ajaa beeb aku kudu mengakhiri sebelum aku memulai beee b 
-1	bukan nak cakap apa lah tapi tolong lah tutup aurat aku sebagai lelaki ni malu bila tengok lelaki lain yang macam ini ing 
1	bighit cerdik ya awal tahun army disuguhi run bts run bts hiatus mereka comeback comeback kelar ada worldtour lg worl 
1	aku akan list kan cafe cafe menarik yg aku dah pegi area bangi in this thread 
0	halooo jadi karna aku udah janji kalo dapet tiket spotify on stage bakal giveaway liptint aku mau giveaway liptint tonymoly 
1	wahai manusia yang aku suka terima kasih sebab support aku serta ada ketika aku gembira dan duka kau memang anugerah 
0	nah klo yg gini baru ibu camat jeles tingkat negara a p aku cinta jendral mungkin wefie dan batako 
0	aku kalau makan dekat sini mesti tambah nasi haha sebab sup amp sambal dia mmg power nasi kerabu rm3 nasi ayam penyet rm7 
1	aku ni memang mudah terhibur 
-1	kalau tak boleh dah utk sayang aku macam sebelum ni takpela tapi tak suka la ttbe tak bertegur ttbe nk marah 
1	percayalah yg komen gmbr tu dia sendiri yg komen bukan aku hahahahahahahha
0	dan aku baru tau kenapa polaroidku kemarin cuma nge pas 9 margin pagenya kekecilan 
-1	gatau ih aku dari orang ga ada creditnya 
-1	tak sekarang ni aku baru je langgan data baru dah kenapa slow jugak niiiiiiii adoiiii 
1	aku maw kok
1	kau menyesal tak kenal aku tak sebab semua perkenalan pasti ada hikmahnya utk kita diperbaiki atau membaiki seseorang 
0	jaga umi kt hospital pastu jaga atok pulakemoga allah berkati segala urusan aku 
1	hihihihi look at the face lepaskan aku taknak kau bau ikan bagi aku mandikan dulu namau nameow catsoftwit 
-1	malu ah aku tak pro
1	kak dwita kita udah kenal lama eh pada akhirnya aku tau dia nggak cuma manggil sayang ke aku dia lebih dulu p 
0	pengalaman member aku masa dia sekolah cikgu dia perlekehkan cita cita dia sampai sekarang dia terasa cikgu dekat lua 
0	semalam ada makwe kelam kelibut naik tangga siap meluru masuk rumah sebab igt aku ikut dia butoh rumah sewa aku depan ru 
1	aku banget 24 ketemu mantan pasma aku minta dilamar langsung eeh lgsg pulang kampung dilamar 
0	me lepas tolong buka pintu untuk orang tapi dia tak cakap thanks 
1	wkwkwk bener ntar pas kenalan disekolah nama kamu siapa jeno loh kok sama kayaknya mama kita d 
1	aduh aku deg degan sekaliiii 
0	kalau aku jumpa amelia dgn bala ni mmg aku tumbok dorg ' 
-1	tlg please bg perempuan tu baca malu wei lagi malu bila dia beria cerita kat kwan dia n aku skli dengar aku n 
1	rlt mutualan yu yang gamasalah aku suka rt in ga sama twt receh rt ya dn aku ada tapi follback kalo ngga maapin ak 
-1	orang selalu kata aku penat when dia sebenarnya tengah rasa sedih 
1	aku ternyata tidak bodoh kawan 
0	see bukan aku sorang je aku dah cakap dah yang aku tak bodoh kekadang je bila situation tu macam ni ah 
-1	tadi aku nampak pasangan bermesra di shell gila apa patutnya mesra kat petronas
-1	aku gak balas dendam padahal
0	aku sedar satu benda yg dp twitter aku ni cam pandang masa depan
0	hi guys aku rasa macam nak cerita pasal hamba allah ni yg dilahirkan as a normal person tapi sejak 2 tahun lepas dia cac 
-1	aku kangennnnnnnn 
0	iiihhh kok kamu tau sih kamu mantan temennya ya 
1	alhamdullilah cuti 3 hari tkde homework akhirnya aku boleh study dgn aman hw pijik harini dh terbuat smlm 
-1	senyumin aja semuanyaa ampe pegel
-1	menitik air mata aku terbayang betapa terseksa kucing betina bunting tu mati melecur dalam mesin dryer kedai dobi taman 
0	lupakan sekejap je nanti lepas pt3 aku ingat balik okey
0	ni nak femes je sebenarnya 
1	hai orang2 beriman apabila diseru menunaikan shalat jumat maka bersegeralah kamu kepada mengingat allah dan tinggalka 
0	dh kenapa kena pergi world economy forum mana menteri ekonomi at least menteri kewangan la kan dh kenapa m 
1	hahahahaha iya aku inget kok 
0	ni yg aku mkn selama 23 hari 
-1	chilli level 100 waktu makan aku dah mula fikir harta aku nak wasiatkan pada siapa sebab pedas sambal dia boleh baw 
0	orang umum tuh masih bilang ngapain sih kamu koreaan mulu mereka liatnya aku seneng terus kali ya padahal pas aku d 
0	iya dan sekarang aku butuh 
1	bkn tunjuk baikk aku pn byk juge melakukan dosa tp sekurang2 nye kita cube mengurangkan dosa yg ada jomjumaat 
1	done watching dilan 1990 2018 dari start movie sampai habis aku senyum sorang nasib baik tengok sengsorang kalau ram 
1	ya allah aku berlindung kepada mu dari siksa kubur dari siksa neraka jahannam dari fitnah hidup dan mati dan dari f 
-1	aku sedih lah first time ni ada customer request camni 
0	gatau aku pakenya madu asli hehehe
0	bukan kolej je sekolah pon macam tuhh
0	aku kumpul rm100 beli emas saiz kecik nanti agak2 berderet boleh tukar bentuk cincin ke gelang tap 
0	kamu ga pgn ikutan bikin cerita crazyrichsurabayan 
-1	me lepas tolong buka pintu untuk orang tapi dia tak cakap thanks 
0	dalam instagram facebok twitter cantik depan depan takde la cantik mana bagitahu akuekarangiapa je yang nak upl 
0	ma aku ajah
1	sebenarnya aku sedar je yang aku ni tak cantik sebab tu aku letak nama yangchantik sebab nak boost confident aku kalau 
